Customer_id,corp,cohort,cohort_text,ethnic,language,groupcode,cust_res,enhanced_est_income,i1_combined_age,i1_gendercode,dwelling_type,length_of_residence,number_of_children,occupation_group1,education_individual1,product_id,zipcode,ethnic1,lnguage,lnth_res
864,7801,K58,K58,2,1,K,1,E,E82,M,S,51,0,I9,51,18,11735,SCOTTISH,ENGLISH,36+ Years
865,7870,H39,H39,85,1,A,5,E,E67,F,S,21,0,K3,13,18,7601,AFRICAN AMERICAN,ENGLISH,20-25 Years
866,7868,O68,O68,19,1,E,2,J,E52,F,S,22,1,K8,13,18,11733,ITALIAN,ENGLISH,20-25 Years
867,7858,K59,K59,10,1,K,3,J,E57,F,S,31,1,K3,13,18,11510,GERMAN,ENGLISH,31-35 Years
868,7801,N67,N67,19,1,E,2,H,E69,M,S,20,1,I9,11,18,11732,ITALIAN,ENGLISH,16-20 Years
869,7806,C14,C14,I3,1,A,4,A,E60,F,A,0,0,I8,55,18,6606,AFRICAN AMERICAN,ENGLISH,0 Years
870,7836,B12,B12,E1,1,A,5,F,~,U,~,2,0,I5,51,3,11226,AFRICAN AMERICAN,ENGLISH,1-5 Years
871,7801,N66,N66,15,1,K,3,K,E53,F,S,6,0,I5,13,18,11803,IRISH,ENGLISH,6-10 Years
872,7868,N66,N66,8,1,K,2,K,E44,M,S,11,1,I2,52,18,11755,DUTCH,ENGLISH,11-15 Years
873,7876,O68,O68,20,21,O,3,E,E43,M,S,0,0,I6,51,18,7836,HISPANIC,PORTUGUESE,0 Years
874,7858,J49,J49,~,~,~,~,F,E34,F,S,20,0,I3,51,18,11516,UNKNOWN,UNKNOWN,16-20 Years
875,7868,J54,J54,19,19,E,4,H,E47,M,S,0,0,I6,54,18,11949,ITALIAN,ITALIAN,0 Years
876,7801,N65,N65,19,1,E,3,F,E51,F,S,1,0,I8,51,18,11743,ITALIAN,ENGLISH,1-5 Years
877,7801,L62,L62,10,1,K,2,E,E85,F,S,29,0,I9,55,18,11771,GERMAN,ENGLISH,26-30 Years
878,7876,J53,J53,5,~,G,2,F,E38,F,S,2,0,I8,52,18,7866,NORWEGIAN,UNKNOWN,1-5 Years
879,7837,K55,K55,~,~,~,~,I,E62,F,A,3,0,I8,54,18,10463,UNKNOWN,UNKNOWN,1-5 Years
880,7865,L60,L60,20,20,O,2,F,~,F,~,22,0,I4,51,18,7731,HISPANIC,SPANISH,20-25 Years
881,7801,D21,D21,2,1,K,4,B,E69,F,S,6,0,I9,51,5,11740,SCOTTISH,ENGLISH,6-10 Years
882,7837,C17,C17,20,20,O,4,B,I58,U,A,3,0,I4,51,18,10453,HISPANIC,SPANISH,1-5 Years
883,7836,B12,B12,19,20,E,9,C,~,M,~,6,0,I8,55,18,11237,ITALIAN,SPANISH,6-10 Years
884,7868,J49,J49,XG,1,C,5,F,E45,F,A,8,2,I3,52,18,11951,S ASIAN,ENGLISH,6-10 Years
885,7803,L63,L63,19,1,E,1,C,I52,M,S,23,0,I2,53,18,10598,ITALIAN,ENGLISH,20-25 Years
886,7801,K55,K55,5,1,G,4,G,E64,F,S,24,1,I5,13,18,11714,NORWEGIAN,ENGLISH,20-25 Years
887,7801,N66,N66,30,1,L,1,H,I19,M,S,26,1,I4,51,18,11746,RUSSIAN,ENGLISH,26-30 Years
888,7818,J53,J53,20,1,O,1,I,E55,M,S,21,1,I6,52,18,11706,HISPANIC,ENGLISH,20-25 Years
889,7868,K56,K56,19,1,E,1,G,E49,F,S,15,5,K3,13,18,11949,ITALIAN,ENGLISH,11-15 Years
890,7818,D20,D20,15,1,K,2,H,~,F,~,10,0,I9,51,18,11706,IRISH,ENGLISH,6-10 Years
891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,7836,K58,K58,30,1,L,1,F,E52,M,A,4,0,I6,53,18,11235,RUSSIAN,ENGLISH,1-5 Years
893,7840,K58,K58,15,1,K,2,E,E55,F,S,28,0,I5,51,18,11727,IRISH,ENGLISH,26-30 Years
894,7806,B12,B12,5,1,G,7,D,~,F,~,8,0,I6,54,18,6605,NORWEGIAN,ENGLISH,6-10 Years
895,7858,N65,N65,15,1,K,1,E,E34,M,S,40,0,I1,54,5,11001,IRISH,ENGLISH,36+ Years
896,7837,D21,D21,66,1,J,1,B,E80,M,A,44,0,I9,51,5,10475,JEWISH,ENGLISH,36+ Years
897,7858,K56,K56,19,~,E,1,G,E54,F,S,39,1,K1,13,18,11010,ITALIAN,UNKNOWN,36+ Years
898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
899,7844,A01,A01,20,20,O,10,A,~,F,~,1,0,I8,55,18,7107,HISPANIC,SPANISH,1-5 Years
900,7817,G37,G37,19,1,E,4,E,E61,M,S,9,2,K6,11,5,12546,ITALIAN,ENGLISH,6-10 Years
901,7840,K55,K55,15,1,K,1,A,E53,M,S,27,1,I6,51,18,11772,IRISH,ENGLISH,26-30 Years
902,7858,K56,K56,1,1,K,2,E,E25,M,S,31,0,K4,12,18,11756,ENGLISH,ENGLISH,31-35 Years
903,7803,F31,F31,20,20,O,5,D,E55,F,A,16,0,I6,52,18,10705,HISPANIC,SPANISH,16-20 Years
904,7839,H42,H42,19,1,E,1,D,E76,M,S,42,0,I9,51,18,11901A,ITALIAN,ENGLISH,36+ Years
905,7858,G38,G38,D5,1,A,3,D,E67,M,S,34,0,I9,51,5,11553,AFRICAN AMERICAN,ENGLISH,31-35 Years
906,7836,I46,I46,12,1,L,1,F,E32,M,S,9,0,I1,54,18,11204,HUNGARIAN,ENGLISH,6-10 Years
907,7868,L60,L60,19,19,E,1,E,E78,M,S,46,0,I9,52,18,11776,ITALIAN,ITALIAN,36+ Years
908,7801,K59,K59,19,1,E,2,G,I58,U,S,0,0,I3,54,18,11596,ITALIAN,ENGLISH,0 Years
909,7801,J54,J54,10,1,K,5,E,E94,M,S,22,0,K3,52,18,11731,GERMAN,ENGLISH,20-25 Years
910,7858,J53,J53,22,1,L,1,J,E54,M,S,22,2,K1,14,18,11566,POLISH,ENGLISH,20-25 Years
911,7858,N65,N65,10,1,K,3,K,E74,M,S,20,1,K9,12,18,11710,GERMAN,ENGLISH,16-20 Years
912,7837,B12,B12,~,~,~,~,A,~,F,~,12,0,I9,55,18,10453,UNKNOWN,UNKNOWN,11-15 Years
913,7840,K58,K58,~,~,~,3,E,E53,M,S,39,0,K3,52,18,11715,UNKNOWN,UNKNOWN,36+ Years
914,7868,K56,K56,15,1,K,1,F,E66,U,S,38,0,K3,13,18,11720,IRISH,ENGLISH,36+ Years
915,7840,L63,L63,1,1,K,1,F,E67,M,S,30,0,I9,54,18,11787,ENGLISH,ENGLISH,26-30 Years
916,7840,H42,H42,1,1,K,2,E,E74,M,S,14,5,I9,51,18,11776,ENGLISH,ENGLISH,11-15 Years
917,7836,K58,K58,QM,1,M,1,F,E74,M,A,17,0,I9,54,18,11230,Trinidad and Tobago,ENGLISH,16-20 Years
918,7801,J53,J53,19,19,E,2,E,E81,M,S,9,0,I9,52,18,11758,ITALIAN,ITALIAN,6-10 Years
919,7858,J53,J53,19,1,E,2,H,E41,F,S,16,2,I5,51,18,11566,ITALIAN,ENGLISH,16-20 Years
920,7858,J51,J51,15,1,K,4,L,E51,M,S,22,3,I3,11,18,11756,IRISH,ENGLISH,20-25 Years
921,7801,O68,O68,20,34,O,2,K,E64,M,S,33,0,I1,53,18,11747,HISPANIC,FARSI,31-35 Years
922,7840,L63,L63,1,1,K,1,C,E67,F,S,40,0,K4,11,18,11782,ENGLISH,ENGLISH,36+ Years
923,7801,J52,J52,19,20,E,1,B,E78,M,S,48,0,I9,11,18,11729,ITALIAN,SPANISH,36+ Years
924,7869,K58,K58,6,1,L,8,J,E37,F,A,5,0,I3,53,18,10708,FINNISH,ENGLISH,1-5 Years
925,7806,F33,F33,1,1,K,5,C,~,F,~,3,0,I8,52,18,6477,ENGLISH,ENGLISH,1-5 Years
926,7806,B07,B07,53,1,N,9,A,I58,M,A,4,0,I6,51,18,6605,CHINESE,ENGLISH,1-5 Years
927,7801,L60,L60,15,1,K,2,F,E69,F,S,37,0,I9,51,18,11758,IRISH,ENGLISH,36+ Years
928,7858,O68,O68,15,1,K,1,F,E63,M,A,32,1,I1,53,18,11783,IRISH,ENGLISH,31-35 Years
929,7869,P70,P70,10,1,K,1,D,E75,M,S,40,0,I9,54,3,10607,GERMAN,ENGLISH,36+ Years
930,7840,H41,H41,20,20,O,3,E,E70,F,A,8,0,I9,14,3,11961,HISPANIC,SPANISH,6-10 Years
931,7801,N67,N67,1,1,K,1,K,E75,M,A,4,0,I9,54,3,11771,ENGLISH,ENGLISH,1-5 Years
932,7864,K59,K59,~,~,~,~,L,E57,M,S,23,0,K3,13,18,7728,UNKNOWN,UNKNOWN,20-25 Years
933,7837,B08,B08,E5,1,A,4,A,E47,M,A,3,0,I4,51,5,10460,AFRICAN AMERICAN,ENGLISH,1-5 Years
934,7858,L63,L63,15,1,K,1,F,E67,M,S,38,0,K1,54,18,11793,IRISH,ENGLISH,36+ Years
935,7876,G35,G35,1,~,K,4,A,E50,M,A,0,0,I6,52,3,7874,ENGLISH,UNKNOWN,0 Years
936,7844,B11,B11,E4,1,A,1,C,E78,F,A,22,0,I9,51,18,7201,AFRICAN AMERICAN,ENGLISH,20-25 Years
937,7858,L62,L62,66,1,J,1,D,E81,F,S,51,0,I9,51,18,11793,JEWISH,ENGLISH,36+ Years
938,7858,K58,K58,20,1,O,2,F,E66,F,A,18,1,I9,53,18,11561,HISPANIC,ENGLISH,16-20 Years
939,7840,K59,K59,15,1,K,2,E,E60,M,S,30,0,I6,54,18,11787,IRISH,ENGLISH,26-30 Years
940,7801,K58,K58,19,1,E,1,E,E62,M,S,30,1,K3,52,18,11801,ITALIAN,ENGLISH,26-30 Years
941,7840,F33,F33,31,31,J,5,F,E28,U,S,0,0,I6,54,18,11779,TURKISH,TURKISH,0 Years
942,7858,K58,K58,1,1,K,2,E,E63,U,S,36,0,K1,12,3,11756,ENGLISH,ENGLISH,36+ Years
943,7801,G37,G37,U4,1,A,7,G,E48,F,S,15,0,I5,52,18,11590,AFRICAN AMERICAN,ENGLISH,11-15 Years
944,7801,L62,L62,19,19,E,1,G,E80,M,S,11,0,I9,13,18,11747,ITALIAN,ITALIAN,11-15 Years
945,7883,K57,K57,19,1,E,2,G,E37,F,S,2,1,I1,53,18,12603,ITALIAN,ENGLISH,1-5 Years
946,7870,P71,P71,8F,1,M,1,J,E69,U,S,44,0,I9,54,18,7450,GUYANESE,ENGLISH,36+ Years
947,7840,D20,D20,E4,1,A,4,C,~,F,~,6,0,I8,52,5,11727,AFRICAN AMERICAN,ENGLISH,6-10 Years
948,7801,O68,O68,1,1,K,2,J,E63,M,S,24,0,I1,54,18,11040,ENGLISH,ENGLISH,20-25 Years
949,7864,L62,L62,19,1,E,2,F,E78,F,S,7,0,I9,51,18,7726,ITALIAN,ENGLISH,6-10 Years
950,7873,K58,K58,10,1,K,1,F,E61,F,S,18,0,K3,13,18,7430,GERMAN,ENGLISH,16-20 Years
951,7868,K58,K58,1,1,K,2,G,E63,M,S,33,0,K1,14,18,11720,ENGLISH,ENGLISH,31-35 Years
952,7801,L62,L62,19,~,E,1,D,E84,M,S,10,0,I9,54,18,11747,ITALIAN,UNKNOWN,6-10 Years
953,7840,N65,N65,15,~,K,1,G,E73,F,S,22,0,I9,51,18,11725,IRISH,UNKNOWN,20-25 Years
954,7868,J52,J52,~,~,~,~,~,~,~,~,~,~,~,~,18,11784,UNKNOWN,UNKNOWN,Missing
955,7801,L62,L62,1,1,K,1,A,E57,U,A,0,0,I3,55,5,11731,ENGLISH,ENGLISH,0 Years
956,7840,K58,K58,10,1,K,1,E,E65,M,S,38,0,K3,13,18,11741,GERMAN,ENGLISH,36+ Years
957,7801,K58,K58,19,1,E,2,G,E61,M,S,36,0,K3,13,3,11762,ITALIAN,ENGLISH,36+ Years
958,7840,L60,L60,19,1,E,1,F,E68,M,S,38,0,K1,12,18,11706,ITALIAN,ENGLISH,36+ Years
959,7803,H42,H42,17,1,K,2,E,E66,M,A,10,0,I9,54,18,10703,FRENCH,ENGLISH,6-10 Years
960,7840,L60,L60,10,1,K,1,E,E82,M,S,51,0,K9,12,18,11778,GERMAN,ENGLISH,36+ Years
961,7840,J53,J53,19,1,E,2,I,E42,F,S,14,3,K1,52,18,11738,ITALIAN,ENGLISH,11-15 Years
962,7875,J53,J53,XG,1,C,1,F,I50,M,S,2,0,I1,54,18,8820,S ASIAN,ENGLISH,1-5 Years
963,7869,N67,N67,10,10,K,3,H,E40,F,S,2,2,K4,51,18,10606,GERMAN,GERMAN,1-5 Years
964,7808,N67,N67,30,~,L,1,L,E50,F,S,17,0,I1,54,3,6831,RUSSIAN,UNKNOWN,16-20 Years
965,7868,J50,J50,10,1,K,1,D,E40,M,S,56,0,K5,11,18,11720,GERMAN,ENGLISH,36+ Years
966,7801,K56,K56,20,1,O,3,G,E63,M,S,29,3,K1,52,18,11703,HISPANIC,ENGLISH,26-30 Years
967,7801,K58,K58,10,1,K,2,D,E87,M,S,48,0,K6,12,18,11783,GERMAN,ENGLISH,36+ Years
968,7801,K58,K58,19,20,E,5,F,E55,F,S,3,0,K3,14,18,11746A,ITALIAN,SPANISH,1-5 Years
969,7858,E27,E27,19,1,E,2,G,E56,F,S,20,0,K3,11,18,11003,ITALIAN,ENGLISH,16-20 Years
970,7801,J53,J53,16,1,K,1,E,~,M,S,42,2,U0,0,18,11596,WELSH,ENGLISH,36+ Years
971,7873,J54,J54,9N,1,B,5,G,I33,M,S,1,0,I6,51,18,10920,FILIPINO,ENGLISH,1-5 Years
972,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
973,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
974,7801,L62,L62,1,1,K,3,B,E47,M,S,15,0,I6,52,18,11743,ENGLISH,ENGLISH,11-15 Years
975,7801,O69,O69,2,1,K,1,G,E62,M,A,32,1,K1,12,18,11743,SCOTTISH,ENGLISH,31-35 Years
976,7801,N67,N67,30,1,L,1,L,E59,M,S,20,0,K4,53,3,11545,RUSSIAN,ENGLISH,16-20 Years
977,7865,J51,J51,15,1,K,2,F,E46,M,S,18,6,K6,51,18,7731,IRISH,ENGLISH,16-20 Years
978,7870,L61,L61,33,1,E,1,E,E66,M,S,39,0,I9,55,3,7604,GREEK,ENGLISH,36+ Years
979,7858,J52,J52,15,~,K,2,E,E72,M,A,28,0,I9,51,18,11518,IRISH,UNKNOWN,26-30 Years
980,7803,B11,B11,2,1,K,8,F,E36,F,S,0,0,I8,53,18,10703,SCOTTISH,ENGLISH,0 Years
981,7876,I46,I46,1,1,K,3,E,~,M,~,18,0,I3,51,3,7936,ENGLISH,ENGLISH,16-20 Years
982,7837,G35,G35,9N,1,B,4,G,~,M,~,14,0,I8,51,3,10463,FILIPINO,ENGLISH,11-15 Years
983,7801,J51,J51,19,1,E,11,B,I59,M,A,55,0,I6,51,18,11729,ITALIAN,ENGLISH,36+ Years
984,7840,J54,J54,19,1,E,6,E,E53,F,P,21,0,I5,12,18,11786,ITALIAN,ENGLISH,20-25 Years
985,7817,J51,J51,30,1,L,3,E,E56,F,S,11,0,I4,54,18,12545,RUSSIAN,ENGLISH,11-15 Years
986,7839,K55,K55,1,~,K,1,D,E66,M,A,37,0,K6,11,3,11978J,ENGLISH,UNKNOWN,36+ Years
987,7836,D20,D20,E2,1,A,2,A,~,U,~,3,0,I9,55,18,11203,AFRICAN AMERICAN,ENGLISH,1-5 Years
988,7801,K58,K58,15,1,K,11,D,E81,M,A,8,0,K9,13,18,11746A,IRISH,ENGLISH,6-10 Years
989,7868,K56,K56,85,1,A,3,L,E59,M,A,11,0,I6,51,18,11934,AFRICAN AMERICAN,ENGLISH,11-15 Years
990,7877,L63,L63,4,1,G,1,F,E73,M,S,9,0,I9,12,18,07827A,SWEDISH,ENGLISH,6-10 Years
991,7840,J54,J54,19,1,E,2,F,E51,M,S,27,0,I6,55,18,11752,ITALIAN,ENGLISH,26-30 Years
992,7858,L62,L62,2,1,K,4,H,E42,F,S,1,0,I8,51,18,11590,SCOTTISH,ENGLISH,1-5 Years
993,7870,K58,K58,19,1,E,1,F,~,F,~,20,0,I9,11,18,07508C,ITALIAN,ENGLISH,16-20 Years
994,7840,G38,G38,8U,17,M,2,G,E56,M,S,37,0,I6,51,18,11722,HAITIAN,FRENCH,36+ Years
995,7875,E23,E23,~,~,~,~,E,E34,F,A,0,3,K1,13,18,8880,UNKNOWN,UNKNOWN,0 Years
996,7840,G38,G38,66,1,J,4,E,E70,F,A,15,0,K1,12,3,11741,JEWISH,ENGLISH,11-15 Years
997,7858,K58,K58,19,1,E,1,E,E85,F,S,36,0,K3,14,18,11530,ITALIAN,ENGLISH,36+ Years
998,7858,L63,L63,19,1,E,1,E,E73,F,S,42,1,I9,55,18,11554,ITALIAN,ENGLISH,36+ Years
999,7858,N67,N67,10,1,K,2,L,E52,M,S,14,0,I1,54,18,11557,GERMAN,ENGLISH,11-15 Years
1000,7806,F32,F32,5,1,G,6,I,E33,M,S,4,0,I6,52,18,6614,NORWEGIAN,ENGLISH,1-5 Years
1001,7883,F31,F31,20,1,O,3,G,E51,F,S,21,0,I5,51,18,12508,HISPANIC,ENGLISH,20-25 Years
1002,7806,F30,F30,33,1,E,2,F,E51,F,S,16,0,I5,11,18,6614,GREEK,ENGLISH,16-20 Years
1003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,7839,H42,H42,19,~,E,4,E,E67,F,S,8,0,I9,51,18,11901A,ITALIAN,UNKNOWN,6-10 Years
1005,7868,J52,J52,10,1,K,2,F,E50,M,S,12,0,I2,52,18,11772,GERMAN,ENGLISH,11-15 Years
1006,7870,J52,J52,19,1,E,1,D,E78,M,A,10,0,I9,51,3,7470,ITALIAN,ENGLISH,6-10 Years
1007,7839,K58,K58,15,1,K,1,F,E51,M,S,4,0,I6,53,18,11947,IRISH,ENGLISH,1-5 Years
1008,7877,J50,J50,15,1,K,3,F,E47,F,S,10,0,I3,51,3,10950,IRISH,ENGLISH,6-10 Years
1009,7882,O68,O68,19,1,E,1,D,E56,M,S,20,0,K1,11,18,10570,ITALIAN,ENGLISH,16-20 Years
1010,7866,J52,J52,10,1,K,1,C,E71,M,S,28,0,I9,54,5,07762H,GERMAN,ENGLISH,26-30 Years
1011,7801,J52,J52,20,20,O,6,B,~,M,~,1,0,I3,52,18,11702,HISPANIC,SPANISH,1-5 Years
1012,7837,B11,B11,U4,1,A,3,A,E30,F,A,12,3,K4,11,18,10456,AFRICAN AMERICAN,ENGLISH,11-15 Years
1013,7801,I45,I45,~,~,~,10,H,~,U,~,11,0,I3,53,5,11801,UNKNOWN,UNKNOWN,11-15 Years
1014,7868,N66,N66,1,1,K,3,J,E39,M,S,4,1,K3,53,18,11742,ENGLISH,ENGLISH,1-5 Years
1015,7806,F32,F32,12,1,L,2,G,E35,F,S,8,0,I3,53,18,6460,HUNGARIAN,ENGLISH,6-10 Years
1016,7836,G35,G35,20,20,O,3,A,~,U,~,14,0,I3,51,3,11226,HISPANIC,SPANISH,11-15 Years
1017,7883,L61,L61,4,1,G,3,G,E68,M,A,1,0,K3,14,3,12538,SWEDISH,ENGLISH,1-5 Years
1018,7803,K58,K58,QQ,38,L,3,F,I43,F,S,0,0,I3,51,18,10705,Yugoslavia (name changed to,ALBANIAN,0 Years
1019,7840,E27,E27,E5,1,A,9,C,E50,M,A,1,0,I6,51,5,11706,AFRICAN AMERICAN,ENGLISH,1-5 Years
1020,7801,L63,L63,13,1,L,1,C,E69,M,S,47,0,I9,54,5,11030,CZECH,ENGLISH,36+ Years
1021,7877,J51,J51,15,1,K,1,F,E53,F,S,10,1,I1,52,3,10918,IRISH,ENGLISH,6-10 Years
1022,7844,B11,B11,20,20,O,3,E,E54,U,A,13,0,I8,53,18,7105,HISPANIC,SPANISH,11-15 Years
1023,7858,O68,O68,1,1,K,1,J,~,U,~,20,0,K3,53,18,11710,ENGLISH,ENGLISH,16-20 Years
1024,7801,K56,K56,1,1,K,2,F,E32,M,S,29,1,I8,53,18,11803,ENGLISH,ENGLISH,26-30 Years
1025,7858,K58,K58,20,1,O,1,F,E55,M,S,24,0,K1,11,18,11710,HISPANIC,ENGLISH,20-25 Years
1026,7870,L62,L62,19,1,E,3,L,I29,U,S,1,0,I6,53,18,7444,ITALIAN,ENGLISH,1-5 Years
1027,7840,K58,K58,33,1,E,2,F,E54,F,S,35,0,I5,51,18,11779,GREEK,ENGLISH,31-35 Years
1028,7801,K58,K58,37,1,L,2,F,E65,M,S,30,0,I9,55,18,11560,ROMANIAN,ENGLISH,26-30 Years
1029,7858,K56,K56,E5,1,A,1,E,E62,M,S,29,0,I1,13,18,11580,AFRICAN AMERICAN,ENGLISH,26-30 Years
1030,7836,F32,F32,19,1,E,1,F,E40,F,A,4,0,K8,12,3,11213,ITALIAN,ENGLISH,1-5 Years
1031,7868,I46,I46,20,20,O,6,E,E58,F,S,9,0,I5,51,18,11784,HISPANIC,SPANISH,6-10 Years
1032,7801,H39,H39,1,1,K,1,D,E93,M,S,55,0,I9,51,18,11726,ENGLISH,ENGLISH,36+ Years
1033,7836,G35,G35,S1,1,A,2,D,~,U,~,7,0,I3,52,3,11226,AFRICAN AMERICAN,ENGLISH,6-10 Years
1034,7877,H42,H42,22,22,L,1,J,E36,M,S,7,2,I6,53,18,7435,POLISH,POLISH,6-10 Years
1035,7801,K56,K56,19,1,E,3,I,I31,M,S,0,0,I6,51,3,11757,ITALIAN,ENGLISH,0 Years
1036,7808,O68,O68,57,57,N,4,G,~,M,~,14,0,I1,52,18,6878,JAPANESE,JAPANESE,11-15 Years
1037,7840,L62,L62,15,1,K,1,D,I62,M,S,52,0,I4,54,5,11706,IRISH,ENGLISH,36+ Years
1038,7801,L63,L63,10,1,K,1,B,E37,U,S,33,0,I2,53,18,11762,GERMAN,ENGLISH,31-35 Years
1039,7858,L63,L63,1,1,K,2,F,E68,F,A,15,1,K1,12,18,11561,ENGLISH,ENGLISH,11-15 Years
1040,7876,G38,G38,10,1,K,1,E,E61,F,S,24,0,I5,51,18,7843,GERMAN,ENGLISH,20-25 Years
1041,7839,E27,E27,15,1,K,1,F,E47,M,P,10,2,I1,52,18,11972,IRISH,ENGLISH,6-10 Years
1042,7840,J52,J52,3,~,G,2,F,~,M,~,9,0,I3,54,18,11777,DANISH,UNKNOWN,6-10 Years
1043,7840,L61,L61,19,1,E,1,F,E73,M,S,46,2,K9,12,18,11730,ITALIAN,ENGLISH,36+ Years
1044,7836,F31,F31,20,20,O,10,C,I44,M,A,0,0,I6,55,18,11208,HISPANIC,SPANISH,0 Years
1045,7836,F31,F31,30,1,L,7,D,E38,M,A,4,1,I8,53,18,11221,RUSSIAN,ENGLISH,1-5 Years
1046,7844,G35,G35,XA,21,Z,2,I,E64,M,A,25,0,I8,54,18,7103,BRAZIL-PORTUGAL,PORTUGUESE,20-25 Years
1047,7877,J51,J51,2,1,K,3,F,E54,M,S,9,2,I6,52,18,7480,SCOTTISH,ENGLISH,6-10 Years
1048,7840,K55,K55,1,1,K,1,F,~,U,~,15,0,I8,52,5,11782,ENGLISH,ENGLISH,11-15 Years
1049,7858,G38,G38,E4,1,A,4,G,E63,M,S,20,0,K1,13,18,11553,AFRICAN AMERICAN,ENGLISH,16-20 Years
1050,7870,H42,H42,15,1,K,1,C,E76,F,S,47,1,I9,11,18,7470,IRISH,ENGLISH,36+ Years
1051,7836,C17,C17,20,20,O,4,D,E54,M,A,1,0,I6,55,18,11206,HISPANIC,SPANISH,1-5 Years
1052,7858,N65,N65,QQ,30,L,2,H,E52,M,S,21,1,I1,55,5,11010,Yugoslavia (name changed to,RUSSIAN,20-25 Years
1053,7870,H42,H42,19,1,E,1,D,E80,M,S,43,0,I9,14,5,7601,ITALIAN,ENGLISH,36+ Years
1054,7858,L63,L63,15,~,K,2,C,E77,M,S,31,0,I9,12,18,11570,IRISH,UNKNOWN,31-35 Years
1055,7873,N66,N66,10,1,K,2,K,E48,F,S,8,2,K3,14,18,10956,GERMAN,ENGLISH,6-10 Years
1056,7881,J50,J50,4,1,G,2,F,E44,M,S,29,0,I6,12,18,6795,SWEDISH,ENGLISH,26-30 Years
1057,7840,L60,L60,10,1,K,8,D,I26,F,S,1,0,I4,52,18,11713,GERMAN,ENGLISH,1-5 Years
1058,7858,L63,L63,20,1,O,1,E,E39,M,S,35,0,K6,13,18,11520,HISPANIC,ENGLISH,31-35 Years
1059,7840,D20,D20,1,1,K,1,D,E93,M,S,23,0,K9,12,18,11722,ENGLISH,ENGLISH,20-25 Years
1060,7839,L62,L62,15,1,K,1,E,E75,M,S,40,0,K9,13,3,11935,IRISH,ENGLISH,36+ Years
1061,7801,P70,P70,19,1,E,3,L,E87,F,S,17,0,K3,11,18,11758,ITALIAN,ENGLISH,16-20 Years
1062,7806,A01,A01,~,~,~,~,B,E25,M,S,0,0,I8,51,3,6607,UNKNOWN,UNKNOWN,0 Years
1063,7801,L61,L61,19,~,E,7,E,E68,M,S,13,3,K9,12,18,11701,ITALIAN,UNKNOWN,11-15 Years
1064,7840,H41,H41,22,1,L,4,B,E82,M,A,9,0,I9,54,18,11961,POLISH,ENGLISH,6-10 Years
1065,7840,K56,K56,15,1,K,5,E,E58,F,S,12,0,K3,13,18,11796,IRISH,ENGLISH,11-15 Years
1066,7818,J54,J54,1,1,K,5,B,E55,M,S,18,0,I6,51,18,11751,ENGLISH,ENGLISH,16-20 Years
1067,7840,N66,N66,19,1,E,4,J,E45,F,S,11,5,K4,13,18,11787,ITALIAN,ENGLISH,11-15 Years
1068,7801,J51,J51,19,~,E,4,G,E44,F,S,20,2,I2,52,18,11757,ITALIAN,UNKNOWN,16-20 Years
1069,7836,G35,G35,20,20,O,1,C,E55,F,A,20,0,K5,11,3,11223,HISPANIC,SPANISH,16-20 Years
1070,7801,O69,O69,1,~,K,7,J,E31,M,S,16,0,I8,54,18,11771,ENGLISH,UNKNOWN,16-20 Years
1071,7858,B12,B12,20,1,O,7,G,I28,U,M,0,0,I6,55,18,11550,HISPANIC,ENGLISH,0 Years
1072,7858,J54,J54,15,1,K,2,D,E77,F,S,46,0,K9,11,3,11783,IRISH,ENGLISH,36+ Years
1073,7858,N66,N66,1,1,K,4,J,E51,M,S,9,0,I1,13,18,11793,ENGLISH,ENGLISH,6-10 Years
1074,7839,G37,G37,85,1,A,2,E,E58,F,S,24,1,I8,51,18,11901A,AFRICAN AMERICAN,ENGLISH,20-25 Years
1075,7873,J53,J53,20,20,O,1,J,~,M,~,3,0,I3,51,18,10901,HISPANIC,SPANISH,1-5 Years
1076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1077,7836,H42,H42,19,1,E,1,A,E73,M,A,13,0,I9,52,18,11223,ITALIAN,ENGLISH,11-15 Years
1078,7840,K58,K58,15,1,K,5,F,E55,M,S,33,0,I6,51,18,11769,IRISH,ENGLISH,31-35 Years
1079,7808,O68,O68,57,~,N,2,L,E64,M,S,26,0,I1,14,18,6902,JAPANESE,UNKNOWN,26-30 Years
1080,7840,I45,I45,19,1,E,9,E,E35,F,S,10,0,K3,13,18,11727,ITALIAN,ENGLISH,6-10 Years
